query,clicks,impressions,position
mh road,0,1,7.0
michelin mutant,0,3,10.7
michelin road 6 gt vs bridgestone t33,0,1,5.0
michelin road 6 vs bridgestone battlax t33,0,1,12.0
michelin road 6 vs dunlop mutant,0,2,6.5
michelin road 6 vs metzeler roadtec 02,0,2,9.5
moto cap nord,0,1,7.0
moto turquie,0,17,38.2
nano 100,0,3,5.3
nano100,0,2,8.0
norvege en moto,0,1,43.0
olight perun 3 test,0,1,10.0
pneu dunlop mutant avis,0,2,18.0
prix,0,1,10.0
qsdfqsd,0,1,57.0
quel carpuride moto choisir,0,15,8.1
quel est le meilleur intercom moto,0,2,6.5
quel est le prix d'un intercom ?,0,1,6.0
ridernav ou carpuride,0,1,3.0
road trip cap nord moto,0,11,14.5
road trip moto cap nord,0,8,21.5
road trip moto norvege,0,3,33.0
road trip moto turquie,0,59,25.2
roadtec 02 vs road 6,0,4,10.0
sena 50 vs 60,0,1,4.0
sena 50c vs 60s,0,2,8.0
sena 50s,0,1,5.0
sena 50s base,0,1,3.0
sena 50s duo,0,1,6.0
sena 50s test,0,1,7.0
sena 50s vs 60s comparison,0,2,5.0
sena 50s vs cardo,0,1,7.0
sena 50s vs sena 60s,0,1,4.0
sena 60s evo test,0,1,15.0
sena 60s vs cardo edge,0,1,5.0
sena 60s vs cardo packtalk pro,0,5,9.6
sena 60s vs sena 50s,0,1,4.0
sena oder cardo 2026,0,1,6.0
sena ou cardo,0,6,9.5
sena vs cardo,0,13,9.4
test bridgestone t33,0,2,11.0
test intercom moto,0,4,14.2
test pneus moto,0,1,8.0
test sena 50s,0,1,11.0
voyage moto cap nord,0,2,13.0
voyage moto turquie,0,50,41.6
w702 plus,0,2,10.0
w702 pro,0,2,13.5
w702rs pro,0,2,6.0
w702s pro,0,10,10.8
xplore x1 blackview,0,2,8.5
zontes 1100,0,1,7.0
zontes 1100cc,0,3,8.3
équipement cap nord moto,0,4,12.0
équipement road trip moto,0,6,35.3
